date,realtime_end,realtime_start,value
1996-08-01,2019-09-15,2019-09-15,450911.0
1996-09-01,2019-09-15,2019-09-15,451954.0
1996-10-01,2019-09-15,2019-09-15,452496.0
1996-11-01,2019-09-15,2019-09-15,457010.0
1996-12-01,2019-09-15,2019-09-15,464955.0
1997-01-01,2019-09-15,2019-09-15,462505.0
1997-02-01,2019-09-15,2019-09-15,459914.0
1997-03-01,2019-09-15,2019-09-15,462300.0
1997-04-01,2019-09-15,2019-09-15,465478.0
1997-05-01,2019-09-15,2019-09-15,467038.0
1997-06-01,2019-09-15,2019-09-15,469816.0
1997-07-01,2019-09-15,2019-09-15,473111.0
1997-08-01,2019-09-15,2019-09-15,474323.0
1997-09-01,2019-09-15,2019-09-15,475441.0
1997-10-01,2019-09-15,2019-09-15,477667.0
1997-11-01,2019-09-15,2019-09-15,484618.0
1997-12-01,2019-09-15,2019-09-15,493078.0
1998-01-01,2019-09-15,2019-09-15,491235.0
1998-02-01,2019-09-15,2019-09-15,488420.0
1998-03-01,2019-09-15,2019-09-15,491007.0
1998-04-01,2019-09-15,2019-09-15,494118.0
1998-05-01,2019-09-15,2019-09-15,495231.0
1998-06-01,2019-09-15,2019-09-15,498108.0
1998-07-01,2019-09-15,2019-09-15,502446.0
1998-08-01,2019-09-15,2019-09-15,504866.0
1998-09-01,2019-09-15,2019-09-15,508591.0
1998-10-01,2019-09-15,2019-09-15,512552.0
1998-11-01,2019-09-15,2019-09-15,518349.0
1998-12-01,2019-09-15,2019-09-15,526435.0
1999-01-01,2019-09-15,2019-09-15,527870.0
1999-02-01,2019-09-15,2019-09-15,526387.0
1999-03-01,2019-09-15,2019-09-15,531013.0
1999-04-01,2019-09-15,2019-09-15,535171.0
1999-05-01,2019-09-15,2019-09-15,540620.0
1999-06-01,2019-09-15,2019-09-15,544016.0
1999-07-01,2019-09-15,2019-09-15,548817.0
1999-08-01,2019-09-15,2019-09-15,551361.0
1999-09-01,2019-09-15,2019-09-15,556828.0
1999-10-01,2019-09-15,2019-09-15,564665.0
1999-11-01,2019-09-15,2019-09-15,582758.0
1999-12-01,2019-09-15,2019-09-15,612499.0
